Period,low,high,Number
H,-350,-50,1
H,-350,-50,1
H,-350,-50,2
H,-350,-50,2
H,-350,-50,1
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,1
H-M,-350,1500,10
H-M,-350,1500,4
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,2
H-M,-350,1500,2
H-M,-350,1500,19
H-M,-350,1500,1
H-M,-350,1500,4
H-M,-350,1500,8
H-M,-350,1500,3
H-M,-350,1500,3
H-M,-350,1500,10
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,3
H-M,-350,1500,2
H-M,-350,1500,2
H-M,-350,1500,5
H-M,-350,1500,8
H-M,-350,1500,2
H-M,-350,1500,4
H-M,-350,1500,3
H-M,-350,1500,11
H-M,-350,1500,1
H-M,-350,1500,12
H-M,-350,1500,2
H-M,-350,1500,28
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,2
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,15
H-M,-350,1500,1
H-M,-350,1500,3
H-M,-350,1500,1
H-M,-350,1500,2
H-M,-350,1500,2
H-M,-350,1500,5
H-M,-350,1500,1
H-M,-350,1500,13
H-M,-350,1500,6
H-M,-350,1500,5
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,4
H-M,-350,1500,1
H-M,-350,1500,5
H-M,-350,1500,3
H-M,-350,1500,1
H-M,-350,1500,3
H-M,-350,1500,1
H-M,-350,1500,5
H-M,-350,1500,1
H-M,-350,1500,3
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,1
H-M,-350,1500,3
H-M,-350,1500,2
H-M,-350,1500,3
H-M,-350,1500,11
H-M,-350,1500,4
H-M,-350,1500,6
H-M,-350,1500,3
H-M,-350,1500,3
H-M,-350,1500,7
H-M,-350,1500,8
H-M,-350,1500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,6
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,10
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,4
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,12
H-R,-350,500,3
H-R,-350,500,8
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,8
H-R,-350,500,17
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,30
H-R,-350,500,13
H-R,-350,500,6
H-R,-350,500,4
H-R,-350,500,13
H-R,-350,500,4
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,5
H-R,-350,500,9
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,8
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,9
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,8
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,8
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,10
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,10
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,4
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,37
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,6
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,8
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,3
H-R,-350,500,16
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,8
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,8
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,11
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,12
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,14
H-R,-350,500,2
H-R,-350,500,5
H-R,-350,500,14
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,8
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,8
H-R,-350,500,3
H-R,-350,500,9
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,9
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,12
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,14
H-R,-350,500,29
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,5
H-R,-350,500,8
H-R,-350,500,25
H-R,-350,500,27
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,8
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,10
H-R,-350,500,5
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,14
H-R,-350,500,3
H-R,-350,500,18
H-R,-350,500,5
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,5
H-R,-350,500,8
H-R,-350,500,11
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,6
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,9
H-R,-350,500,1
H-R,-350,500,10
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,6
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,22
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,11
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,7
H-R,-350,500,2
H-R,-350,500,9
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,10
H-R,-350,500,3
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,24
H-R,-350,500,8
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,10
H-R,-350,500,5
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,9
H-R,-350,500,3
H-R,-350,500,10
H-R,-350,500,10
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,8
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,12
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,7
H-R,-350,500,3
H-R,-350,500,11
H-R,-350,500,6
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,9
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,7
H-R,-350,500,13
H-R,-350,500,2
H-R,-350,500,7
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,6
H-R,-350,500,6
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,13
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,4
H-R,-350,500,5
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,6
H-R,-350,500,9
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,9
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,5
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,8
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,1
H-R,-350,500,6
H-R,-350,500,5
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,3
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,3
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,4
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,4
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,1
H-R,-350,500,2
H-R,-350,500,1
H-R,-350,500,1
